Infringement_Number,Trading_Name,Issuing_Authority,Date_Issued,Nature_of_Offence_Full,Offence_Code,Offence_Description,Offence_Date,Year,Month,Published_Address,Postcode,Amount_Payable,Offence_LGA
3249457210,GIMME ONE,Burwood Council,13/09/2022,Fail to display potentially hazardous food under temperature control,11339,Fail to comply with Food Standards Code - Corporation,7/09/2022,2022,9,"SHOP 5, 38-40 RAILWAY PARADE  BURWOOD 2134",2134,880,Burwood
3249457229,GIMME ONE,Burwood Council,13/09/2022,Fail to maintain easily accessible hand washing facilities on the food premises,11339,Fail to comply with Food Standards Code - Corporation,7/09/2022,2022,9,"SHOP 5, 38-40 RAILWAY PARADE  BURWOOD 2134",2134,880,Burwood
3249457238,GIMME ONE,Burwood Council,13/09/2022,Fail to maintain at or near each hand washing facility a supply of - soap,11339,Fail to comply with Food Standards Code - Corporation,7/09/2022,2022,9,"SHOP 5, 38-40 RAILWAY PARADE  BURWOOD 2134",2134,880,Burwood
3249457247,GIMME ONE,Burwood Council,13/09/2022,Fail to maintain the food premises to the required standard of cleanliness,11339,Fail to comply with Food Standards Code - Corporation,7/09/2022,2022,9,"SHOP 5, 38-40 RAILWAY PARADE  BURWOOD 2134",2134,880,Burwood
3249457256,GIMME ONE,Burwood Council,13/09/2022,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",11339,Fail to comply with Food Standards Code - Corporation,7/09/2022,2022,9,"SHOP 5, 38-40 RAILWAY PARADE  BURWOOD 2134",2134,880,Burwood
3249457265,GIMME ONE,Burwood Council,13/09/2022,"Fail to maintain premises, fixtures, fittings, and equipment in a good state of repair and working order having regard to their use",11339,Fail to comply with Food Standards Code - Corporation,7/09/2022,2022,9,"SHOP 5, 38-40 RAILWAY PARADE  BURWOOD 2134",2134,880,Burwood
3120844751,HANGANG BY MAMA PARK,Strathfield Municipal Council,20/09/2022,Fail to store potentially hazardous food under temperature control - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,14/09/2022,2022,9,SHOP 254 20-34 ALBERT ROAD  STRATHFIELD 2135,2135,880,Strathfield
3120844760,HANGANG BY MAMA PARK,Strathfield Municipal Council,20/09/2022,"Fail to ensure hand washing facilities are only used for the washing of hands, arms and face - previous warnings given",11339,Fail to comply with Food Standards Code - Corporation,14/09/2022,2022,9,SHOP 254 20-34 ALBERT ROAD  STRATHFIELD 2135,2135,880,Strathfield
3120844770,HANGANG BY MAMA PARK,Strathfield Municipal Council,20/09/2022,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warnings given",11339,Fail to comply with Food Standards Code - Corporation,14/09/2022,2022,9,SHOP 254 20-34 ALBERT ROAD  STRATHFIELD 2135,2135,880,Strathfield
7681742310,LE ANN ASIAN GROCERY,Canterbury Bankstown Council,29/09/2022,Fail to ensure that the business takes all practicable measures to ensure it only accepts food that is protected from the likelihood of contamination - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,23/09/2022,2022,9,"SHOP 3-4, 256 CHAPEL ROAD  BANKSTOWN 2200",2200,880,Canterbury-Bankstown
3247647316,BBQ MASTER,Randwick City Council,26/10/2022,Fail to maintain the food premises to the required standard of cleanliness - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,20/10/2022,2022,10,13 MAROUBRA ROAD  MAROUBRA 2035,2035,880,Randwick
3145246464,SUSHI GO,City of Parramatta Council,21/11/2022,Fail to display potentially hazardous food under temperature control,11339,Fail to comply with Food Standards Code - Corporation,15/11/2022,2022,11,3/531-537 VICTORIA ROAD  ERMINGTON 2115,2115,880,City of Parramatta
3211914366,MR C CAFE,The Hills Shire Council,29/11/2022,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,11339,Fail to comply with Food Standards Code - Corporation,23/11/2022,2022,11,"BUILDING H, 141/24-32 LEXINGTON DRIVE  BELLA VISTA 2153",2153,880,The Hills
3246137649,CANTON NOODLE HOUSE,Georges River Council,20/12/2022,Fail to store food in such a way that it is protected from the likelihood of contamination - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,14/12/2022,2022,12,206 FOREST ROAD  HURSTVILLE 2220,2220,880,Georges River
3246137658,CANTON NOODLE HOUSE,Georges River Council,20/12/2022,"Fail to, when processing food, take all necessary steps to prevent the likelihood of food being contaminated - previous warnings given",11339,Fail to comply with Food Standards Code - Corporation,14/12/2022,2022,12,206 FOREST ROAD  HURSTVILLE 2220,2220,880,Georges River
3246137667,CANTON NOODLE HOUSE,Georges River Council,20/12/2022,Fail to maintain the food premises to the required standard of cleanliness - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,14/12/2022,2022,12,206 FOREST ROAD  HURSTVILLE 2220,2220,880,Georges River
3211700618,ROLL'D MACARTHUR SQUARE,Campbelltown City Council,9/01/2023,Fail to display potentially hazardous food under temperature control - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,3/01/2023,2023,1,"UE24, 200 GILCHRIST DRIVE  Campbelltown 2560",2560,880,Campbelltown
3211700627,ROLL'D MACARTHUR SQUARE,Campbelltown City Council,9/01/2023,Fail to maintain at or near each hand washing facility a supply of - soap and warm running water - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,3/01/2023,2023,1,"UE24, 200 GILCHRIST DRIVE  Campbelltown 2560",2560,880,Campbelltown
3240101747,NUM NUMS HUNGER BEES,Cumberland City Council,29/01/2023,Fail to maintain the food premises to the required standard of cleanliness - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,23/01/2023,2023,1,44 STATION STREET  WENTWORTHVILLE 2145,2145,880,Cumberland
3245410255,FOOD WORLD GOURMET CAFE,Wollongong City Council,30/01/2023,Fail to maintain easily accessible hand washing facilities on the food premises - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,24/01/2023,2023,1,157 KEIRA STREET  WOLLONGONG 2500,2500,880,Wollongong
3050060824,SP & OYSTER,Penrith City Council,11/03/2023,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,11339,Fail to comply with Food Standards Code - Corporation,5/03/2023,2023,3,33/4 ENDEAVOUR AVENUE  ST CLAIR 2759,2759,880,Penrith
3218576140,LIBRARY CAFE,North Sydney Council,20/03/2023,Fail to maintain easily accessible hand washing facilities on the food premises,11339,Fail to comply with Food Standards Code - Corporation,14/03/2023,2023,3,240 MILLER STREET  NORTH SYDNEY 2060,2060,880,North Sydney
3120319263,MAHARAJA'S INDIAN SUPERMARKET,Blacktown City Council,22/03/2023,Fail to store food in such a way that it is protected from the likelihood of contamination,11339,Fail to comply with Food Standards Code - Corporation,16/03/2023,2023,3,60 ROSENTHAL STREET  DOONSIDE 2767,2767,880,Blacktown
3120319272,MOSHIM'S DISCOUNT HOUSE,Blacktown City Council,22/03/2023,Fail to store food in such a way that it is protected from the likelihood of contamination,11338,Fail to comply with Food Standards Code - Individual,16/03/2023,2023,3,2 DOONSIDE ROAD  DOONSIDE 2767,2767,440,Blacktown
3120319281,MOSHIM'S DISCOUNT HOUSE,Blacktown City Council,22/03/2023,"Fail to, when displaying food, take all practicable measures to protect the food from the likelihood of contamination",11338,Fail to comply with Food Standards Code - Individual,16/03/2023,2023,3,2 DOONSIDE ROAD  DOONSIDE 2726,2726,440,Blacktown
3164401305,SEASON THAI RESTAURANT,Ku-ring-gai Council,29/03/2023,Fail to maintain the food premises to the required standard of cleanliness - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,23/03/2023,2023,3,780 PACIFIC HIGHWAY  GORDON 2072,2072,880,Ku-Ring-Gai
3120321198,TREGEAR TAKEAWAY,Blacktown City Council,5/04/2023,Fail to maintain the food premises to the required standard of cleanliness,11339,Fail to comply with Food Standards Code - Corporation,30/03/2023,2023,3,17 AURORA DRIVE  TREGEAR 2770,2770,880,Blacktown
3120321207,TREGEAR TAKEAWAY,Blacktown City Council,5/04/2023,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,11339,Fail to comply with Food Standards Code - Corporation,30/03/2023,2023,3,17 AURORA DRIVE  TREGEAR 2770,2770,880,Blacktown
7682202689,LE ANN ASIAN GROCERY,Canterbury Bankstown Council,11/04/2023,Fail to display potentially hazardous food under temperature control - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,5/04/2023,2023,4,"SHOP 3-4, 256 CHAPEL ROAD  BANKSTOWN 2200",2200,880,Canterbury-Bankstown
7682202698,LE ANN ASIAN GROCERY,Canterbury Bankstown Council,11/04/2023,Fail to maintain easily accessible hand washing facilities on the food premises - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,5/04/2023,2023,4,"SHOP 3-4, 256 CHAPEL ROAD  BANKSTOWN 2200",2200,880,Canterbury-Bankstown
7682202707,LE ANN ASIAN GROCERY,Canterbury Bankstown Council,11/04/2023,Fail to maintain at or near each hand washing facility a supply of - soap - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,5/04/2023,2023,4,"SHOP 3-4, 256 CHAPEL ROAD  BANKSTOWN 2200",2200,880,Canterbury-Bankstown
3120322554,WANGLONG BBQ,Blacktown City Council,19/04/2023,Fail to store food in such a way that it is protected from the likelihood of contamination,11338,Fail to comply with Food Standards Code - Individual,13/04/2023,2023,4,19 FIRST AVENUE  BLACKTOWN 2148,2148,440,Blacktown
3120322563,WANGLONG BBQ,Blacktown City Council,19/04/2023,Fail to display potentially hazardous food under temperature control,11338,Fail to comply with Food Standards Code - Individual,13/04/2023,2023,4,19 FIRST AVENUE  BLACKTOWN 2148,2148,440,Blacktown
3120322590,SEHAJ INDIAN FOOD & SWEETS WESTPOINT,Blacktown City Council,19/04/2023,Fail to store food in such a way that it is protected from the likelihood of contamination,11339,Fail to comply with Food Standards Code - Corporation,13/04/2023,2023,4,17 PATRICK STREET  BLACKTOWN 2148,2148,880,Blacktown
3120322600,SEHAJ INDIAN FOOD & SWEETS WESTPOINT,Blacktown City Council,19/04/2023,Fail to maintain the food premises to the required standard of cleanliness,11339,Fail to comply with Food Standards Code - Corporation,13/04/2023,2023,4,17 PATRICK STREET  BLACKTOWN 2148,2148,880,Blacktown
7682202927,EL JANNAH PUNCHBOWL,Canterbury Bankstown Council,1/05/2023,Fail to take all practicable measures to prevent pests entering the food premises - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,25/04/2023,2023,4,701 PUNCHBOWL ROAD  PUNCHBOWL 2196,2196,880,Canterbury-Bankstown
7682202936,EL JANNAH PUNCHBOWL,Canterbury Bankstown Council,1/05/2023,Fail to maintain the food premises to the required standard of cleanliness - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,25/04/2023,2023,4,701 PUNCHBOWL ROAD  PUNCHBOWL 2196,2196,880,Canterbury-Bankstown
3218576195,FANG DUMPLING HOUSE,North Sydney Council,7/05/2023,"Fail to ensure hand washing facilities are only used for the washing of hands, arms and face",11339,Fail to comply with Food Standards Code - Corporation,1/05/2023,2023,5,8-10 / 322-346 MILITARY ROAD  CREMORNE 2090,2090,880,North Sydney
3245836633,TENG DA CHINESE FOOD,Bayside Council,20/06/2023,Fail to maintain the food premises to the required standard of cleanliness,11339,Fail to comply with Food Standards Code - Corporation,14/06/2023,2023,6,"SHOP 9, 2-4 KING STREET  ROCKDALE 2216",2216,880,Bayside
3242780723,LASHINGS,City of Canada Bay Council,11/05/2022,Fail to take all practicable measures to prevent pests entering the food premises,11339,Fail to comply with Food Standards Code - Corporation,6/05/2022,2022,5,151 LYONS ROAD  DRUMMOYNE 2047,2047,880,City of Canada Bay
3245950346,500 DEGREES,Georges River Council,14/06/2022,Fail to maintain the food premises to the required standard of cleanliness,11339,Fail to comply with Food Standards Code - Corporation,9/06/2022,2022,6,56 RAILWAY PARADE  KOGARAH 2217,2217,880,Georges River
3245950355,500 DEGREES,Georges River Council,14/06/2022,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,11339,Fail to comply with Food Standards Code - Corporation,9/06/2022,2022,6,56 RAILWAY PARADE  KOGARAH 2217,2217,880,Georges River
3182960606,L'OVEN CRAFT BAKERY,Liverpool City Council,11/07/2022,Fail to maintain the food premises to the required standard of cleanliness,11339,Fail to comply with Food Standards Code - Corporation,6/07/2022,2022,7,"SHOP 1045, 25 GEORGE STREET  LIVERPOOL 2170",2170,880,Liverpool
3182960615,L'OVEN CRAFT BAKERY,Liverpool City Council,11/07/2022,Fail to store food in such a way that it is protected from the likelihood of contamination,11339,Fail to comply with Food Standards Code - Corporation,6/07/2022,2022,7,"SHOP 1045, 25 GEORGE STREET  LIVERPOOL 2170",2170,880,Liverpool
3182960624,L'OVEN CRAFT BAKERY,Liverpool City Council,11/07/2022,"Fail to maintain premises, fixtures, fittings, and equipment in a good state of repair and working order having regard to their use",11339,Fail to comply with Food Standards Code - Corporation,6/07/2022,2022,7,"SHOP 1045, 25 GEORGE STREET  LIVERPOOL 2170",2170,880,Liverpool
3148722327,THAI/LAO CHILLI RESTAURANT,Campbelltown City Council,12/07/2022,"Fail to, when processing food, take all necessary steps to prevent the likelihood of food being contaminated - previous warnings given",11338,Fail to comply with Food Standards Code - Individual,7/07/2022,2022,7,7/9 PATRICK STREET  CAMPBELLTOWN 2560,2560,440,Campbelltown
3148722336,THAI/LAO CHILLI RESTAURANT,Campbelltown City Council,12/07/2022,Fail to maintain the food premises to the required standard of cleanliness - previous warnings given,11338,Fail to comply with Food Standards Code - Individual,7/07/2022,2022,7,7/9 PATRICK STREET  CAMPBELLTOWN 2560,2560,440,Campbelltown
3182960642,AATY SUPERMARKET,Liverpool City Council,25/07/2022,Fail to store food in such a way that it is protected from the likelihood of contamination,11338,Fail to comply with Food Standards Code - Individual,20/07/2022,2022,7,49 MOORE STREET  LIVERPOOL 2170,2170,440,Liverpool
3182960651,AATY SUPERMARKET,Liverpool City Council,25/07/2022,Fail to maintain the food premises to the required standard of cleanliness,11338,Fail to comply with Food Standards Code - Individual,20/07/2022,2022,7,49 MOORE STREET  LIVERPOOL 2170,2170,440,Liverpool
7681091761,S.WHEATY BAKERY,Canterbury Bankstown Council,15/08/2022,Fail to maintain easily accessible hand washing facilities on the food premises,11339,Fail to comply with Food Standards Code - Corporation,10/08/2022,2022,8,"SHOP 1, 13-15 ANGLO ROAD  CAMPSIE 2194",2194,880,Canterbury-Bankstown
7681091770,S.WHEATY BAKERY,Canterbury Bankstown Council,15/08/2022,Fail to display potentially hazardous food under temperature control,11339,Fail to comply with Food Standards Code - Corporation,10/08/2022,2022,8,"SHOP 1, 13-15 ANGLO ROAD  CAMPSIE 2194",2194,880,Canterbury-Bankstown
7681091780,S.WHEATY BAKERY,Canterbury Bankstown Council,15/08/2022,Fail to ensure food contact surfaces of equipment is in a clean and sanitary condition,11339,Fail to comply with Food Standards Code - Corporation,10/08/2022,2022,8,"SHOP 1, 13-15 ANGLO ROAD  CAMPSIE 2194",2194,880,Canterbury-Bankstown
